Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,AIAN,Asian,Black,Highly.Rural,Hispanic,Men,Missing,Mood.Anxiety,Multirace,NHOPI,No.Mental.Health,Other.Mental.Health,Other.Rural,PTSD,Serious.Mental.Illness,Substance.Abuse,Unknown,Urban,White,Women,X18.44,X45.64,X65.,X65.74,X75.84,X85.
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13 ",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,12+ encounters,NA,NA,NA,1982,NA,NA,BT,NA,NA,NA,NA,NA,69765,NA,NA,NA,NA,187868,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13 ",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,0 encounters,NA,NA,NA,67330,NA,NA,BT,NA,NA,NA,NA,NA,1733734,NA,NA,NA,NA,2798602,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13 ",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,1 encounter,NA,NA,NA,4699,NA,NA,BT,NA,NA,NA,NA,NA,177612,NA,NA,NA,NA,397003,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13 ",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,2 encounters,NA,NA,NA,1397,NA,NA,BT,NA,NA,NA,NA,NA,62660,NA,NA,NA,NA,158168,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13 ",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,3-5 encounters,NA,NA,NA,908,NA,NA,BT,NA,NA,NA,NA,NA,46557,NA,NA,NA,NA,131446,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13 ",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,6-11 encounters,NA,NA,NA,142,NA,NA,BT,NA,NA,NA,NA,NA,9341,NA,NA,NA,NA,31003,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13 ",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,12+ encounters,NA,NA,NA,20,NA,NA,BT,NA,NA,NA,NA,NA,1056,NA,NA,NA,NA,4856,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13 ",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,0 encounters,NA,NA,NA,31724,NA,NA,BT,NA,NA,NA,NA,NA,890216,NA,NA,NA,NA,1499787,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13 ",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,1 encounter,NA,NA,NA,14408,NA,NA,BT,NA,NA,NA,NA,NA,387301,NA,NA,NA,NA,673099,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13 ",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,2 encounters,NA,NA,NA,8035,NA,NA,BT,NA,NA,NA,NA,NA,216605,NA,NA,NA,NA,383624,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13 ",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,3-5 encounters,NA,NA,NA,10506,NA,NA,BT,NA,NA,NA,NA,NA,289164,NA,NA,NA,NA,518323,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13 ",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,6-11 encounters,NA,NA,NA,5802,NA,NA,BT,NA,NA,NA,NA,NA,159304,NA,NA,NA,NA,285766,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13 ",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,12+ encounters,NA,NA,NA,4021,NA,NA,BT,NA,NA,NA,NA,NA,88370,NA,NA,NA,NA,160479,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13 ",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,0 encounters,NA,NA,NA,46995,NA,NA,BT,NA,NA,NA,NA,NA,1636779,NA,NA,NA,NA,2953687,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13 ",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,1 encounter,NA,NA,NA,3518,NA,NA,BT,NA,NA,NA,NA,NA,63327,NA,NA,NA,NA,100967,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13 ",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,2 encounters,NA,NA,NA,4706,NA,NA,BT,NA,NA,NA,NA,NA,58067,NA,NA,NA,NA,82292,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13 ",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,3-5 encounters,NA,NA,NA,5604,NA,NA,BT,NA,NA,NA,NA,NA,76279,NA,NA,NA,NA,104969,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13 ",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,6-11 encounters,NA,NA,NA,4410,NA,NA,BT,NA,NA,NA,NA,NA,58125,NA,NA,NA,NA,79440,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13 ",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,12+ encounters,NA,NA,NA,9263,NA,NA,BT,NA,NA,NA,NA,NA,138383,NA,NA,NA,NA,199723,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,INFECTIOUS DISEASE,NA,NA,NA,12864,NA,NA,BT,NA,NA,NA,NA,NA,394714,NA,NA,NA,NA,790267,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,ENDOCRINE/METABOLIC/NUTRITIONAL,NA,NA,NA,46991,NA,NA,BT,NA,NA,NA,NA,NA,1368297,NA,NA,NA,NA,2171230,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,CARDIOVASCULAR ,NA,NA,NA,45003,NA,NA,BT,NA,NA,NA,NA,NA,1306240,NA,NA,NA,NA,2063709,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,RESPIRATORY,NA,NA,NA,21331,NA,NA,BT,NA,NA,NA,NA,NA,582945,NA,NA,NA,NA,941605,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,GASTROINTESTINAL,NA,NA,NA,26095,NA,NA,BT,NA,NA,NA,NA,NA,741545,NA,NA,NA,NA,1187337,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,URINARY,NA,NA,NA,11623,NA,NA,BT,NA,NA,NA,NA,NA,330553,NA,NA,NA,NA,582270,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,REPRODUCTIVE HEALTH,NA,NA,NA,17662,NA,NA,BT,NA,NA,NA,NA,NA,502392,NA,NA,NA,NA,862211,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,BREAST,NA,NA,NA,502,NA,NA,BT,NA,NA,NA,NA,NA,13041,NA,NA,NA,NA,29430,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,CANCER,NA,NA,NA,8001,NA,NA,BT,NA,NA,NA,NA,NA,214438,NA,NA,NA,NA,352331,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,HEMATOLOGIC/IMMUNOLOGIC,NA,NA,NA,6634,NA,NA,BT,NA,NA,NA,NA,NA,205165,NA,NA,NA,NA,375995,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,MUSCULOSKELETAL,NA,NA,NA,37430,NA,NA,BT,NA,NA,NA,NA,NA,1034035,NA,NA,NA,NA,1733583,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,NEUROLOGIC,NA,NA,NA,17238,NA,NA,BT,NA,NA,NA,NA,NA,489637,NA,NA,NA,NA,862530,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,MENTAL HEALTH/SUD,NA,NA,NA,20328,NA,NA,BT,NA,NA,NA,NA,NA,640249,NA,NA,NA,NA,1212155,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,SENSE ORGAN,NA,NA,NA,30792,NA,NA,BT,NA,NA,NA,NA,NA,882629,NA,NA,NA,NA,1484935,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,DENTAL,NA,NA,NA,5064,NA,NA,BT,NA,NA,NA,NA,NA,152096,NA,NA,NA,NA,304997,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,DERMATOLOGIC,NA,NA,NA,16705,NA,NA,BT,NA,NA,NA,NA,NA,447062,NA,NA,NA,NA,768133,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13 ",Rural/Urban Status by Domains,Domains,NA,OTHER,NA,NA,NA,34135,NA,NA,BT,NA,NA,NA,NA,NA,949060,NA,NA,NA,NA,1651775,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,INFECTIOUS DISEASE,HIV/AIDS ,NA,NA,NA,72,NA,NA,BT,NA,NA,NA,NA,NA,4052,NA,NA,NA,NA,22224,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,INFECTIOUS DISEASE,Tuberculosis,NA,NA,NA,55,NA,NA,BT,NA,NA,NA,NA,NA,1721,NA,NA,NA,NA,5016,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,INFECTIOUS DISEASE,Mycoses,NA,NA,NA,2908,NA,NA,BT,NA,NA,NA,NA,NA,115081,NA,NA,NA,NA,229791,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,INFECTIOUS DISEASE,Infections - Other,NA,NA,NA,2345,NA,NA,BT,NA,NA,NA,NA,NA,66559,NA,NA,NA,NA,129089,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Diabetes Mellitus,NA,NA,NA,16626,NA,NA,BT,NA,NA,NA,NA,NA,511718,NA,NA,NA,NA,813137,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Lipid Disorders,NA,NA,NA,34723,NA,NA,BT,NA,NA,NA,NA,NA,1053096,NA,NA,NA,NA,1578344,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL, Overweight/Obesity,NA,NA,NA,8570,NA,NA,BT,NA,NA,NA,NA,NA,320039,NA,NA,NA,NA,542324,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Thyroid Disorders ,NA,NA,NA,6371,NA,NA,BT,NA,NA,NA,NA,NA,155584,NA,NA,NA,NA,245363,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Osteoporosis,NA,NA,NA,731,NA,NA,BT,NA,NA,NA,NA,NA,21255,NA,NA,NA,NA,41392,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Vitamin D Deficiency,NA,NA,NA,2351,NA,NA,BT,NA,NA,NA,NA,NA,87468,NA,NA,NA,NA,163207,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,"Endocrine, Metabolic and Nutritional Disorders - Other",NA,NA,NA,8043,NA,NA,BT,NA,NA,NA,NA,NA,239121,NA,NA,NA,NA,406678,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Fluid and Electrolyte Disorders,NA,NA,NA,2618,NA,NA,BT,NA,NA,NA,NA,NA,74690,NA,NA,NA,NA,138806,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR ,Hypertension,NA,NA,NA,36665,NA,NA,BT,NA,NA,NA,NA,NA,1103860,NA,NA,NA,NA,1734577,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR ,Chest Pain/Angina,NA,NA,NA,3646,NA,NA,BT,NA,NA,NA,NA,NA,98080,NA,NA,NA,NA,172262,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR ,Acute MI,NA,NA,NA,525,NA,NA,BT,NA,NA,NA,NA,NA,12486,NA,NA,NA,NA,19253,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR ,Coronary Artery Disease,NA,NA,NA,11811,NA,NA,BT,NA,NA,NA,NA,NA,368979,NA,NA,NA,NA,516330,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR ,Heart Failure,NA,NA,NA,3815,NA,NA,BT,NA,NA,NA,NA,NA,102989,NA,NA,NA,NA,164874,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR ,Valvular Disease,NA,NA,NA,2161,NA,NA,BT,NA,NA,NA,NA,NA,59368,NA,NA,NA,NA,93327,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR ,Atrial Fibrillation/Flutter,NA,NA,NA,4300,NA,NA,BT,NA,NA,NA,NA,NA,116679,NA,NA,NA,NA,178932,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR ,Arrhythmia/Conduction Disorder - Other ,NA,NA,NA,4330,NA,NA,BT,NA,NA,NA,NA,NA,114734,NA,NA,NA,NA,183768,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR ,Cardiac Conditions - Other,NA,NA,NA,790,NA,NA,BT,NA,NA,NA,NA,NA,23879,NA,NA,NA,NA,43823,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR ,Cerebrovascular Accident/TIA ,NA,NA,NA,2476,NA,NA,BT,NA,NA,NA,NA,NA,83198,NA,NA,NA,NA,133985,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR ,Cerebrovascular Disease - Other ,NA,NA,NA,1239,NA,NA,BT,NA,NA,NA,NA,NA,42812,NA,NA,NA,NA,74361,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR ,Pecondition Aortic Aneurysm ,NA,NA,NA,1023,NA,NA,BT,NA,NA,NA,NA,NA,30859,NA,NA,NA,NA,42427,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR ,Pulmonary Embolism or Deep Vein Thrombosis,NA,NA,NA,1059,NA,NA,BT,NA,NA,NA,NA,NA,30559,NA,NA,NA,NA,52732,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR ,Vascular Disease - Other ,NA,NA,NA,3803,NA,NA,BT,NA,NA,NA,NA,NA,117956,NA,NA,NA,NA,195701,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR ,Circulatory System Conditions - Other ,NA,NA,NA,2539,NA,NA,BT,NA,NA,NA,NA,NA,77459,NA,NA,NA,NA,130004,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Chronic Obstructive Pulmonary Disease,NA,NA,NA,8516,NA,NA,BT,NA,NA,NA,NA,NA,229581,NA,NA,NA,NA,286781,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Asthma ,NA,NA,NA,2556,NA,NA,BT,NA,NA,NA,NA,NA,60428,NA,NA,NA,NA,120254,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Sarcoidosis,NA,NA,NA,75,NA,NA,BT,NA,NA,NA,NA,NA,3097,NA,NA,NA,NA,7550,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Pneumonia ,NA,NA,NA,1346,NA,NA,BT,NA,NA,NA,NA,NA,33342,NA,NA,NA,NA,56245,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Respiratory System Infections - Other ,NA,NA,NA,4165,NA,NA,BT,NA,NA,NA,NA,NA,128073,NA,NA,NA,NA,244150,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Allergic and other chronic sinusitis/rhinitis ,NA,NA,NA,5054,NA,NA,BT,NA,NA,NA,NA,NA,161968,NA,NA,NA,NA,272822,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,"Dyspnea, cough and other respiratory symptoms ",NA,NA,NA,5509,NA,NA,BT,NA,NA,NA,NA,NA,130747,NA,NA,NA,NA,226740,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Respiratory Conditions - Other ,NA,NA,NA,4193,NA,NA,BT,NA,NA,NA,NA,NA,105224,NA,NA,NA,NA,176138,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Esophageal disorders ,NA,NA,NA,13662,NA,NA,BT,NA,NA,NA,NA,NA,412884,NA,NA,NA,NA,578365,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Nausea and vomiting ,NA,NA,NA,883,NA,NA,BT,NA,NA,NA,NA,NA,21977,NA,NA,NA,NA,44013,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Gastroduodenal ulcer ,NA,NA,NA,665,NA,NA,BT,NA,NA,NA,NA,NA,18407,NA,NA,NA,NA,30735,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Gastric/Duodenal Disorders - Other ,NA,NA,NA,1390,NA,NA,BT,NA,NA,NA,NA,NA,39931,NA,NA,NA,NA,67850,NA,NA,NA,NA,NA,NA,NA,NA
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal hemorrhage ,NA,NA,NA,1277,NA,NA,BT,NA,NA,NA,NA,NA,34619,NA,NA,NA,NA,65954,NA,NA,NA,NA,NA,NA,NA,NA
